CAS	name	Hfg	S0g
23646-57-3	erythro-4,4-dimethyl-2,3-pentanediol	-516800	455.02
23646-58-4	threo-4,4-dimethyl-2,3-pentanediol	-511580	472.53
23777-80-2	hexaborane	94600	
24094-93-7	chromium nitride	505010	230.73
24270-66-4	1,1,2,3,3-pentafluoropropane	-1253200	396.82
24298-08-6	2-iodo-trans-2-butene	58410	356.69
24298-09-7	2-iodo-cis-2-butene	58410	356.69
24304-00-5	aluminum nitride	523000	228.58
24308-61-0	2-iodo-1-butene	66620	358.67
24319-08-2	3-iodo-3-methylpentane	-99050	406.46
24319-07-1	2-iodo-3-methylpentane	-100860	426.28
24319-09-3	2-chloro-3-methylpentane	-193470	404.09
24346-53-0	1-iodo-3-methylpentane	-95580	435.81
24356-00-1	3-chloro-1-pentene	-42120	370.06
24443-15-0	1,3-dibromo-3-methylbutane	-102620	413.98
24448-19-9	3-ethyl-2-hexanol	-371240	499.46
24556-56-7	2-iodo-3,3-dimethylbutane	-104330	396.94
24608-84-2	5-methyl-cis-2-heptene	-95100	456.24
24608-85-3	5-methyl-trans-2-heptene	-100100	439.47
24621-18-9	zirconium tribromide	-430950	371.72
24646-85-3	vanadium nitride	523000	232.26
24768-42-1	butyl pentyl sulfide	-187950	572.64
24768-43-2	propyl hexyl sulfide	-187150	572.67
24768-44-3	ethyl heptyl sulfide	-187020	571.4
24768-46-5	propyl heptyl sulfide	-207780	611.82
24892-49-7	2,4-dimethyl-2,4-pentanediol	-531800	378.81
24893-35-4	2,3-dimethyl-1,3-butanediol	-497400	403.72
25154-52-3	nonylphenol	-291000	674.49
25265-71-8	dipropylene glycol	-628000	512.34
25276-70-4	1-pentadecanethiol	-315100	808.06
25339-17-7	isodecanol	-409000	587.9
25346-31-0	3-bromo-3-methylpentane	-149590	401.89
25346-32-1	2-chloro-4-methylpentane	-193470	404.09
25346-33-2	1-bromo-2-methylpentane	-146120	431.24
25419-06-1	methylpentylamine	-107500	451.18
25607-16-3	1-methyl-2-ethylnaphthalene	69000	456.09
25658-42-8	zirconium nitride	713370	233.62
26143-08-8	trans-1-iodo-1-nonene	-35000	555.61
26153-88-8	dimethylpentylamine	-120280	444.75
26153-91-3	methyl-2,2-dimethylpropylamine	-124300	385.31
26158-99-6	ethyl pentyl sulfide	-145810	493.19
26185-83-1	1-tetratriacontyne	-453190	1449.9
26186-00-5	1-heptadecyne	-103700	800.9
26186-01-6	1-nonadecyne	-145000	879.55
26186-02-7	1-tridecyne	-21000	643.95
26288-16-4	1,1,1-trifluorodecane	-846810	601.74
26356-06-9	2-bromo-3,3-dimethylbutane	-154870	392.36
26423-60-9	3-chloro-cis-2-pentene	-54840	373.45
26423-61-0	3-chloro-trans-2-pentene	-54840	373.45
26423-63-2	4-chloro-cis-2-pentene	-50330	368.08
26438-26-6	1-nonylnaphthalene	-47500	698.42
26438-27-7	1-decylnaphthalene	-80000	703.4
26438-28-8	1-dodecylnaphthalene	-124000	775
26490-07-3	2-isobutylnaphthalene	51300	509.67
26519-91-5	methylcyclopentadiene	100000	319.02
26533-31-3	2-methyl-4-nonanol	-412520	577.37
26533-33-5	2-methyl-3-nonanol	-412520	577.37
26533-34-6	2-methyl-3-octanol	-391880	538.41
26533-35-7	3-methyl-4-octanol	-391880	538.41
26533-36-8	2-nonadecanol	-593000	973.82
26718-82-1	heneicosylcyclohexane	-546290	1177.2
26761-40-0	diisodecyl phthalate	-1060100	1224.5
26817-31-2	1-nitrotridecane	-322410	742.67
26825-83-2	1-iodoheptadecane	-317340	873.81
26981-81-7	diethylheptylamine	-202840	600.56
26981-98-6	7-methyl-4-nonanol	-412520	577.37
27370-94-1	cis-1-iodo-1-nonene	-35000	555.61
27424-87-9	1-methyl-4-ethylnaphthalene	69000	456.09
27522-11-8	2-ethyl-1-pentanol	-345320	470.03
27554-26-3	diisooctyl phthalate	-967000	1032
27563-68-4	methyl hexadecyl sulfide	-348700	882.68
27574-98-7	2,3,4,5,6-pentamethylheptane	-295400	557.59
27644-49-1	3-methyl-2-octanol	-391880	538.41
27802-85-3	3,4,7-trimethylnonane	-299700	603.88
27831-13-6	4-ethenyl-1,2-dimethylbenzene	89290	422.16
27911-72-4	tritetradecylamine	-842680	1808.1
28028-91-3	cis-1-fluoro-1-heptene	-266700	453.78
28028-92-4	trans-1-fluoro-1-heptene	-266700	453.78
28122-24-9	3-ethyldiphenylmethane	112300	533.49
28122-25-0	2-ethyldiphenylmethane	112300	533.49
28122-27-2	3',5'-dimethyldiphenylmethane	101000	527.88
28122-28-3	2',4'-dimethyldiphenylmethane	101000	527.88
28122-29-4	2',2"-dimethyldiphenylmethane	101000	527.88
28148-04-1	1,3-dibromo-2-methylpropane	-78510	404.38
28303-42-6	dodecyl formate	-593400	723.2
28467-75-6	2-tridecyne	-39350	634.13
28623-46-3	nonadecanenitrile	-270610	902.2
28947-77-5	trihexadecylamine	-966520	2041.8
29044-06-2	2-methyl-2,5-hexanediol	-536300	381.43
29136-19-4	nonadecylbenzene	-322800	1023.4
29369-63-9	methyltetradecylamine	-299460	780.96
29394-58-9	1-iodo-2-methylbutane	-74940	396.86
29443-50-3	2,2-diiodobutane	19100	384.17
29488-27-5	3-isopropylthiophene	37080	380.34
29559-52-2	1,1,2-trichloro-2-methylpropane	-187140	363.68
29559-54-4	1,1-dichloro-2,2-dimethylpropane	-192040	369.21
29559-55-5	1,3-dichloro-2,2-dimethylpropane	-186760	378.73
29576-14-5	1-bromo-trans-2-butene	17660	356.28
29664-53-7	methylpentadecylamine	-320100	819.91
29703-52-4	2-eicosanone	-569600	969.83
29772-40-5	2,2,3-trimethyl-3-heptanol	-419460	518.67
29833-69-0	2-methyl-1-pentadecene	-257930	770.48
29843-62-7	2-methyl-5-nonanol	-412520	577.37
29887-11-4	2-ethyl-1,3-pentanediol	-499400	690.4
30122-12-4	1,3-dichloropentane	-183290	408.08
30213-29-7	3,cis-5-dimethylcyclopentene	-18700	354.03
30310-22-6	2-bromo-4-methylpentane	-151400	421.71
30388-40-0	3-methyl-4-propylphenol	-201980	459.41
30427-51-1	diethyloctadecylamine	-429880	1029
30540-31-9	1-bromo-2,3-dimethylbutane	-149590	401.89
30749-25-8	3-isobutylphenol	-195790	456.05
30951-88-3	diethylhexadecylamine	-388600	951.13
31032-94-7	2-methyl-3-ethylnaphthalene	65770	458.64
31241-42-6	1-nitrotetradecane	-343050	781.63
31294-91-4	3-iodohexane	-95580	435.81
31294-94-7	1-iodo-2-methylpentane	-95580	435.81
31294-95-8	2-iodo-2-methylpentane	-99050	406.46
31294-96-9	2-iodo-4-methylpentane	-100860	426.28
31294-97-0	3-iodo-2-methylpentane	-100860	426.28
31294-98-1	1-iodo-2,2-dimethylbutane	-95580	435.81
31295-00-8	1-iodo-2,3-dimethylbutane	-99050	406.46
31366-00-4	1,2,3-trimethyl-5-ethylbenzene	-59800	462.6
31367-46-1	3-methyl-2-heptanol	-371240	499.46
31805-48-8	3-methyl-2-ethylthiophene	30890	383.69
31807-55-3	2-methylundecane	-297800	617.96
31841-77-7	5,5-dimethyl-2-hexanol	-374710	470.11
31844-95-8	2-bromo-1-pentene	-4560	393.05
31844-96-9	2-bromo-3-methyl-1-butene	-9840	383.52
31849-75-9	cis-1-bromo-1-pentene	-2980	395.23
31849-76-0	trans-1-bromo-1-pentene	-2980	395.23
31849-78-2	cis-1-bromo-1-butene	17660	356.28
31950-55-7	4-bromo-3-methyl-1-butene	-50	387.68
31950-56-8	4-bromo-1-pentene	-50	387.68
32018-76-1	2,5-dimethyl-4-ethylphenol	-213450	453.24
32114-79-7	2-methyl-1-isopropylnaphthalene	51300	509.67
32341-91-6	3-methyl-1,1-diphenylethane	103600	512.49
32341-92-7	2-methyl-1,1-diphenylethane	103600	512.49
32442-47-0	2-iodo-3-methyl-1-butene	40700	388.1
32444-34-1	3-methyl-2-ethyl-1-butanol	-350600	460.51
32620-08-9	trans-1-bromo-1-butene	17660	356.28
32812-23-0	2,2-dimethyl-1,4-butanediol	-481200	458.06
32814-16-7	cis-1-fluoro-1-octene	-287340	492.73
32814-17-8	trans-1-fluoro-1-octene	-287340	492.73
32970-37-9	3,4-dimethyltetrahydrofuran	-259030	245.63
33234-93-4	7-methyl-1-nonanol	-407240	586.89
33653-28-0	butyl methyl sulfite	-559500	
33673-01-7	2-sec-butyl-1,3-propanediol	-490800	551.75
33693-78-6	1,1-dibromo-2-methylpropane	-83790	394.85
33698-87-2	cis-3-pentenoic acid	-369100	432.47
33879-72-0	3-methyl-1,3-pentanediol	-495200	402.92
33933-77-6	7-methyl-4-octanol	-391880	538.41
33933-78-7	5-methyl-5-nonanol	-410710	557.54
33933-79-8	2,4-dimethyl-4-octanol	-415990	548.02
33943-21-4	2-methyl-4-ethyl-3-hexanol	-397160	528.89
34014-79-4	1,3-hexadecanediol	-683310	871.5
34075-28-0	2-nitro-2,3-dimethylbutane	-191960	421.61
34317-39-0	methyl-1,2-dimethylpropylamine	-122000	410.73
34403-05-9	2-methyl-1,2-diphenylethane	112300	533.49
34403-06-0	3-methyl-1,2-diphenylethane	112300	533.49
34570-59-7	1,1,2,2-tetrabromopropane	-13960	428.65
34581-76-5	1,1,2,3-tetrabromopropane	-10490	458
34715-98-5	1-nitro-2,2-dimethylpropane	-166040	392.18
34887-14-4	2,2-dichloropentane	-186760	378.73
34949-22-9	1,1-dimethylpropyl propanoate	-558700	486.85
34994-81-5	1-iodoeicosane	-379260	990.67
35073-27-9	2-methylbutyl formate	-454500	442.76
35161-70-7	methylhexylamine	-134340	469.34
35399-81-6	2-amino-3-methylpentane	-145500	417.04
35551-81-6	dipentadecylamine	-609060	1365.2
35599-77-0	1-iodotridecane	-234780	718
35599-78-1	1-iodopentadecane	-276060	795.9
35866-89-8	2,6-dimethyl-4-isopropylheptane	-307600	570.67
35866-96-7	2,4,4,7-tetramethyloctane	-309400	573.35
35895-39-7	3-iodo-cis-2-pentene	37770	395.64
35902-57-9	ethyldodecylamine	-278820	742
36186-96-6	3-methyl-5-propylphenol	-201980	459.41
36301-29-8	1-methyl-2-isobutylbenzene	-47400	472.32
36343-05-2	methylheptylamine	-154980	508.29
36555-73-4	diethylpentadecylamine	-367960	912.18
36566-80-0	2-methyl-3-hexyne	74600	407.02
36653-82-4	1-hexadecanol	-522500	832.54
36668-55-0	cis-1-bromo-2-methyl-1-butene	-12770	391.07
36794-64-6	2,3,3-trimethyl-1-butanol	-354070	431.16
36839-67-5	methyl 1-ethylpropyl ether	-289900	411.83
36880-72-5	3-ethyl-cis-2-hexene	-104000	446.89
37549-89-6	2,4-dimethyl-cis-3-hexene	-108500	439.98
37796-58-0	1,4-diethylnaphthalene	51300	509.67
37810-94-9	1,4-decanediol	-559470	637.78
38146-95-1	1,4-dodecanediol	-600750	715.69
38169-04-9	1-iodo-trans-2-butene	68200	360.85
38300-67-3	1,2,4-tribromobutane	-52180	455.43
38384-05-3	3-chloro-2-methylpentane	-193470	404.09
38395-42-5	4-ethyl-4-octanol	-410710	557.54
38514-02-2	3-methyl-1-octanol	-386600	547.94
38514-03-3	4-methyl-1-octanol	-386600	547.94
38514-04-4	5-methyl-1-octanol	-386600	547.94
38514-05-5	6-methyl-1-octanol	-386600	547.94
38514-15-7	3-isopropyl-1-heptanol	-412520	577.37
38836-25-8	4-methyl-2,4-hexanediol	-506300	482.05
38842-05-6	1,2,3,5-tetraethylbenzene	-122840	587.44
39036-65-2	1-methyl-2-propylnaphthalene	51300	509.67
39093-27-1	methylnonylamine	-196260	586.19
39198-07-7	methylethylisopropylamine	-110100	378.9
39220-65-0	1-nitropentadecane	-363690	820.58
39220-66-1	1-nitroheptadecane	-404970	898.48
39497-66-0	2-isopropyl-1,4-butanediol	-492800	545.04
39516-24-0	1,3-dodecanediol	-600750	715.69
39616-19-8	1-bromo-cis-2-butene	17660	356.28
39622-45-2	1,3-dimethyl-6-ethylnaphthalene	51300	509.67
39761-57-4	3,4,4-trimethyl-trans-2-pentene	-111700	411.53
39761-61-0	5,5-dimethyl-cis-2-hexene	-108400	393.93
39761-64-3	3,4,4-trimethyl-cis-2-pentene	-93700	471.91
39782-43-9	5,5-dimethyl-trans-2-hexene	-113400	377.16
39825-93-9	1,2-eicosanediol	-765870	1027.3
39924-57-7	cis-1-bromo-1-heptene	-44260	473.13
39924-58-8	cis-1-bromo-1-nonene	-85540	551.04
40117-45-1	2,2,6,6-tetramethylheptane	-305000	507.37
40225-75-0	6-methyl-3-octanol	-391880	538.41
40243-75-2	2,3-dimethylstyrene	89290	422.16
40276-93-5	3-methyl-1-hexyne	96500	401.65
40289-98-3	methyl octadecyl sulfide	-389900	961.66
40323-88-4	2-methyl-5-ethyl thiophene	30890	383.69
40575-41-5	2-methyl-4-octanol	-391880	538.41
40589-14-8	2-methyl-1-nonanol	-407240	586.89
40646-07-9	1,4-heptanediol	-503500	500.97
40723-63-5	1,1,2,2-tetrafluoropropane	-903720	351.24
40775-09-5	heneicosylbenzene	-364080	1101.3
40813-84-1	butyl heptyl sulfide	-229160	650.84
41004-19-7	1-iodo-3-methyl-2-butene	37770	395.64
41051-72-3	2-methyl-1,2-butanediol	-480000	345.72
41065-95-6	3-ethyl-1-hexanol	-365960	508.99
41593-56-0	phosphorus trifluoroborane	-854000	
41781-17-3	1-amino-2,2-dimethylbutane	-144800	393.49
41909-29-9	3-fluoropentane	-347920	372.93
41927-66-6	eicosyl butanoate	-856500	1151.9
41947-84-6	ethyl octadecyl sulfide	-413760	1001.3
42007-73-8	2,7-dimethyl-2-octanol	-415990	548.02
42067-48-1	4-methyl-3-ethyl-cis-2-pentene	-101200	464.46
42067-49-2	4-methyl-3-ethyl-trans-2-pentene	-100300	467.48
42131-85-1	2-chloro-1-pentene	-46630	375.42
42131-98-6	2-chloro-cis-2-pentene	-54840	373.45
42132-00-3	2-chloro-trans-2-pentene	-54840	373.45
42202-42-6	2-nitro-3-methylpentane	-188490	450.96
42217-02-7	1-chloroeicosane	-474890	958.34
42217-03-8	1-chlorodocosane	-514890	1040.5
42245-37-4	1-amino-3-methylpentane	-137700	435.01
42328-76-7	2,4-dimethyl-2-hexanol	-374710	470.11
42474-20-4	1,3-dibromopentane	-99150	443.33
42599-17-7	trans-1-iodo-1-octene	-14360	516.66
42764-74-9	2-methyl-1-heptadecene	-299210	848.38
42789-13-9	1,2-nonanediol	-538830	598.83
42841-80-5	propyl pentyl sulfide	-166570	533.62
42843-49-2	cis-1-bromo-1-octene	-64900	512.09
42856-62-2	2-methyl-1,5-pentanediol	-474100	499.58
42875-41-2	tridecyl formate	-614100	762.69
42910-16-7	triundecylamine	-656920	1457.5
44979-90-0	diethylhexylamine	-182200	561.61
45124-35-4	diethylnonylamine	-244120	678.47
45165-81-9	methyltridecylamine	-278820	742
45275-74-9	dimethyleicosylamine	-429880	1029
45313-33-5	hexatriacontylamine	-752580	1609.9
45324-58-1	trieicosylamine	-1214200	2509.2
49542-74-7	2,4,8-trimethylnonane	-308500	594.49
49557-09-7	2,5,8-trimethylnonane	-309100	595.16
49598-54-1	2,2-dimethyldodecane	-341040	662.46
49623-50-9	1,3-dibromo-2-methylbutane	-104430	433.81
49859-87-2	dimethylnonadecylamine	-409240	990.08
50273-84-2	5-bromo-cis-2-pentene	-2980	395.23
50341-35-0	2,2-dibromobutane	-81980	375.03
50422-80-5	5-methyl-cis-3-heptene	-96500	451.55
50468-22-9	3-methyl-1,2-butanediol	-472000	398.45
50586-18-0	cis-1-chloro-1-hexene	-65690	416.56
50586-19-1	trans-1-chloro-1-hexene	-65690	416.56
50623-57-9	butyl nonanoate	-627400	719.51
50715-02-1	triacontylbenzene	-549840	1451.9
50876-33-0	1,1,3,3-tetramethylcyclopentane	-158470	552.85
51065-65-7	6-methyl-trans-2-heptene	-101500	434.78
51079-52-8	4,6-dimethyl-2-heptanol	-397160	528.89
51079-79-9	4,6,6-trimethyl-2-heptanol	-421270	538.49
51115-64-1	2-methylbutyl butanoate	-552200	556.53
51116-73-5	1-bromo-3-methylpentane	-146120	431.24
51200-80-7	4-methyl-3-ethyl-3-hexanol	-395350	509.07
51200-81-8	2-methyl-3-isopropyl-3-hexanol	-471800	536.51
51200-82-9	4-isopropyl-4-heptanol	-415990	548.02
51200-83-0	2,4-dimethyl-3-isopropyl-3-pentanol	-477080	526.99
51525-97-4	1,1,3,3-tetrabromopropane	-10490	458
51750-65-3	2,2,4,4-tetramethylhexane	-257320	486.43
51751-87-2	trans-1-bromo-1-octene	-64900	512.09
51872-48-1	3-bromo-2-methyl-1-butene	-9840	383.52
51891-58-8	2,2-difluoro-3-methylbutane	-552780	365.76
51932-19-5	methyl-1-methylbutylamine	-118300	423.14
52112-25-1	2-pentadecyne	-80630	712.03
52254-38-3	2-methyl-1-tetradecene	-237290	731.53
52254-50-9	2-methyl-1-nonadecene	-340490	926.29
52315-44-3	1-octylcyclopentene	-144300	
52317-98-3	methyl-3-methylbutylamine	-114200	436.89
52356-93-1	cis-1-iodo-1-octene	-14360	516.66
52644-81-2	1-iodohexacosane	-503100	1224.4
52663-48-6	octadecyl propanoate	-792900	1033.4
52670-32-3	2,3,5,6-tetramethylheptane	-283800	541.92
52670-33-4	2,3,3,4,5-pentamethylhexane	-266700	512.06
52670-34-5	2,3,6,7-tetramethyloctane	-305200	581.74
52670-35-6	2,3,3,5,6-pentamethylheptane	-300300	563.96
52670-36-7	2,3,3,4,4,5-hexamethylhexane	-272500	519.36
52688-75-2	3-fluorohexane	-368560	411.89
52688-89-8	1,1,2,2-tetramethylcyclopentane	-158470	552.85
52713-81-2	4-methyl-1-hexyne	93900	402.66
52812-57-4	cis-1-iodo-2-methyl-1-butene	37770	395.64
52841-28-8	methylethyl-tert-butylamine	-129030	405.88
52896-87-4	4-isopropylheptane	-251120	522.95
52896-88-5	4-ethyl-2-methylheptane	-258240	528.69
52896-89-6	4-ethyl-3-methylheptane	-250500	531.64
52896-90-9	3-ethyl-5-methylheptane	-255390	528.69
52896-91-0	3-ethyl-4-methylheptane	-250500	528.69
52896-92-1	2,2,3-trimethylheptane	-261830	505.98
52896-93-2	2,3,3-trimethylheptane	-259450	509.2
52896-95-4	2,3,4-trimethylheptane	-255680	518.59
52896-99-8	4-ethyl-2,2-dimethylhexane	-260960	500.05
52897-00-4	3-ethyl-2,3-dimethylhexane	-254180	515.07
52897-01-5	4-ethyl-2,3-dimethylhexane	-252840	515.64
52897-03-7	4-ethyl-2,4-dimethylhexane	-256190	509.17
52897-04-8	3-ethyl-2,5-dimethylhexane	-260540	515.64
52897-05-9	4-ethyl-3,3-dimethylhexane	-253680	509.17
52897-06-0	3-ethyl-3,4-dimethylhexane	-251290	515.07
52897-08-2	2,2,3,4-tetramethylhexane	-253340	495.72
52897-09-3	2,2,3,5-tetramethylhexane	-268990	492.9
52897-10-6	2,3,3,4-tetramethylhexane	-253800	502.02
52897-11-7	2,3,3,5-tetramethylhexane	-258700	496.26
52897-12-8	2,3,4,4-tetramethylhexane	-250960	502.02
52897-15-1	2,3,4,5-tetramethylhexane	-258030	499.78
52897-16-2	3,3-diethyl-2-methylpentane	-248910	500.05
52897-17-3	3-ethyl-2,2,3-trimethylpentane	-252590	492.2
52897-18-4	3-ethyl-2,2,4-trimethylpentane	-253340	486.46
52897-19-5	3-ethyl-2,3,4-trimethylpentane	-251420	496.26
53045-71-9	3-bromo-1-pentene	-50	387.68
53119-51-0	2-methyl-3-ethylthiophene	30890	383.69
53120-74-4	3,3-dimethyl-1,5-pentanediol	-502000	488.29
53121-23-6	1-iodo-cis-2-butene	68200	360.85
53161-72-1	1,2-diiodobutane	11900	426.4
53184-67-1	nonyl propanoate	-606600	679.02
53193-22-9	1-heptadecanethiol	-356300	886.7
53225-40-4	3,trans-4-dimethylcyclopentene	-11700	363.08
53268-66-9	cis-1-chloro-1-heptene	-86330	455.51
53268-67-0	trans-1-chloro-1-heptene	-86330	455.51
53310-02-4	2-amino-2-methylpentane	-157100	352.24
53392-86-2	1,1,1-trifluorooctane	-805530	523.83
53434-74-5	trans-1-bromo-1-heptene	-44260	473.13
53434-75-6	trans-1-bromo-1-nonene	-85540	551.04
53510-18-2	5-methyl-trans-3-heptene	-101500	434.78
53543-44-5	5-chloro-cis-2-pentene	-45050	377.6
53566-37-3	5-methyl-2-hexyne	74400	401.99
53594-82-4	2,2-dimethylheptadecane	-444240	857.22
53731-22-9	1,1-difluoro-3-methylbutane	-549310	395.1
53731-23-0	1,1-difluoro-2,2-dimethylpropane	-552780	365.76
53731-24-1	3-fluoro-2-methyl-1-butene	-232280	364.17
53731-25-2	2,3-difluoro-2-methylbutane	-552780	365.76
53750-52-0	4-iodo-2-methyl-1-butene	45980	397.62
53774-20-2	2-methyl-3-butenoic acid	-362200	438.24
53778-43-1	1-methyl-1-ethylcyclopropane	-20000	375.79
53897-51-1	3,4-dimethyl-2-thiapentane	-136700	429.25
53939-51-8	nonadecyl acetate	-795600	1033.1
53971-47-4	2,2,3-trimethylthiacyclopropane	-21210	
54004-41-0	4-methyl-2-propyl-1-pentanol	-341350	540.39
54004-43-2	1-methylbutyl propanoate	-541700	515.03
54068-75-6	cis-1-iodo-1-butene	68200	360.85
54105-66-7	undecylcyclohexane	-358400	736.04
54166-32-4	2,6,6-trimethyloctane	-289100	546.61
54265-17-7	trans-1-bromo-2-methyl-1-butene	-12770	391.07
54268-02-9	1,2,2,3-tetrabromopropane	-8680	438.17
54287-41-1	3-amino-2-methylpentane	-145500	417.04
54334-64-4	diethylundecylamine	-285400	756.37
54549-80-3	1,1-dimethyl-2-ethylcyclopentane	-173710	483.32
54616-49-8	4-ethyl-cis-2-hexene	-99800	440.48
54630-50-1	5-methyl-2-heptanol	-371240	499.46
54630-82-9	dl-2,4-dimethyl-1,5-pentanediol	-498600	525.59
54653-26-8	2,2-dibromopentane	-102620	413.98
54653-27-9	3,3-dibromopentane	-102620	413.98
54653-28-0	3-bromo-trans-2-pentene	-12770	391.07
54653-29-1	2-bromo-cis-2-pentene	-12770	391.07
54653-30-4	2-bromo-trans-2-pentene	-12770	391.07
54774-89-9	2-methyl-1-propylnaphthalene	51300	509.67
54877-00-8	5-methyl-2,4-hexanediol	-508110	501.87
55073-86-4	2,2,5,5-tetramethyl-3-hexanol	-424740	509.14
55268-63-8	1,1-diphenyltetradecane	-147000	
55499-04-2	2,2,3-trimethylnonane	-303600	580.73
55505-23-2	2,2,3-trimethyl-1-butanol	-354070	431.16
55505-24-3	4-methyl-2-isopropyl-1-pentanol	-447690	526.91
55517-75-4	tritriacontylcyclohexane	-793970	1644.6
55757-34-1	1,1,1-trifluorononane	-826170	562.79
55930-45-5	1,4-diiodopentane	1930	452.47
56039-55-5	3,cis-4-dimethylcyclopentene	-4700	360.73
56065-42-0	3,5-dimethyl-3-octanol	-415990	548.02
56065-43-1	4,6-dimethyl-4-octanol	-415990	548.02
56134-53-3	1-chlorohexacosane	-594890	1204.9
56164-20-6	tridecyl butanoate	-711700	876.46
56255-50-6	2-methyl-1,2-hexanediol	-516000	441.33
56298-90-9	4-methyl-2-heptanol	-371240	499.46
56392-13-3	ethylpentadecylamine	-340740	858.86
56399-98-5	5-iodo-trans-2-pentene	47560	399.8
56535-63-8	4-bromo-cis-2-pentene	-8260	385.7
57093-84-2	3-ethyl-2-thiapentane	-129000	446.89
57094-91-4	1-iodohentriacontane	-606300	1419.1
57233-31-5	2,2,4-trimethyl-4-heptanol	-419460	518.67
57253-29-9	1-bromo-2-methyl-cis-2-butene	-12770	391.07
57253-30-2	1-bromo-2-methyl-trans-2-butene	-12770	391.07
57303-85-2	dimethyl-2-pentylamine	-125560	435.23
57409-53-7	2,2,3-trimethyl-1-pentanol	-374710	470.11
57716-79-7	2-ethyl-1,4-butanediol	-472100	506.29
57757-60-5	dimethyl-1,1-dimethylpropylamine	-129030	405.88
58046-40-5	2,3,6-trimethyl-3-heptanol	-421270	538.49
58049-91-5	3,3-dimethylcyclopentene	-21100	347.65
58133-26-9	1,1-dibromohexane	-119790	482.28
58175-57-8	2-propyl-1-pentanol	-365960	508.99
58368-66-4	1-methylbutyl formate	-466300	440.74
58368-67-5	1-ethylpropyl formate	-468000	442.76
58795-24-7	5,6-dimethyl-2-heptanol	-397160	528.89
59006-05-2	1-fluoro-2,2-dimethylpropane	-351390	343.59
59104-79-9	1,1-dibromoheptane	-140430	521.24
59104-80-2	1,1-dibromodecane	-202350	638.09
59128-91-5	3-iodo-3-methyl-1-butene	47020	362.91
59129-74-7	4,5-dimethylquinoline	167080	369.52
59222-86-5	2,2-dimethyltetradecane	-382320	740.37
59562-82-2	3,3-dimethyl-1,2-butanediol	-492000	421.83
59570-04-6	ethylundecylamine	-258180	703.05
59570-06-8	ethyltridecylamine	-299460	780.96
59643-75-3	2,3-dimethyl-cis-3-hexene	-111400	430.25
59654-13-6	2-iodohexane	-95580	435.81
59734-23-5	5-methyl-4-octanol	-391880	538.41
59871-24-8	trans-1-chloro-1-octene	-106970	494.46
59967-14-5	4-iodo-1-pentene	50490	392.25
59973-07-8	methyl nonyl sulfide	-204300	607.93
59973-08-9	ethyl nonyl sulfide	-228240	649.43
60186-78-9	3-tridecyne	-39350	634.13
60212-29-5	2-undecyne	1930	556.22
60212-30-8	3-undecyne	1930	556.22
60212-32-0	3-tetradecyne	-59990	673.08
60247-14-5	methylethylisobutylamine	-125560	435.23
60302-21-8	4-tert-butylheptane	-272200	537.56
60302-23-0	2,2,4,4,5-pentamethylhexane	-275400	508.04
60302-24-1	2,2,3,3,5,5-hexamethylhexane	-296000	514.66
60302-27-4	2,2,3,3,4,4-hexamethylpentane	-253700	457.06
60302-28-5	2,2-dimethyl-3,3-diethylpentane	-242100	502.34
60415-61-4	1-methylbutyl butanoate	-564000	554.18
60435-70-3	2-methyl-1-heptanol	-365960	508.99
60595-37-1	trans-1-iodo-1-heptene	6280	477.71
